RunAtUTC,BucketID,Query,Status,ReturnedItems,Message
2026-05-16T05:28:24.288982+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-05-16T05:28:29.209194+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-05-16T05:28:31.657161+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-05-16T05:28:36.369454+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-05-16T05:28:41.148679+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-05-16T05:28:45.381622+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-05-16T05:28:49.874528+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-05-16T05:28:56.703648+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-05-16T05:29:00.215079+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-05-16T05:29:04.852915+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-05-16T05:29:09.548191+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-05-16T05:29:14.298433+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-05-16T05:29:17.790856+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-05-16T05:29:22.856945+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-05-16T05:29:26.924561+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-05-16T05:29:31.051688+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-05-16T05:29:36.278024+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-05-16T05:29:41.430345+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-05-16T05:29:47.410826+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-05-16T05:29:52.100674+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-05-16T05:29:57.674434+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-05-16T05:30:02.936503+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-05-16T05:30:06.693566+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-05-16T05:30:12.069213+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-05-16T05:30:18.256799+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-05-16T05:30:22.932890+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-05-16T05:30:28.208023+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-05-16T05:30:32.132639+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-05-16T05:30:38.112872+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-05-17T05:48:18.341904+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-05-17T05:48:20.173927+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-05-17T05:48:21.959706+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-05-17T05:48:23.761573+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-05-17T05:48:25.875945+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-05-17T05:48:27.734555+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-05-17T05:48:29.461642+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-05-17T05:48:31.061967+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-05-17T05:48:32.673373+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-05-17T05:48:34.284192+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-05-17T05:48:35.814965+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-05-17T05:48:37.635171+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-05-17T05:48:39.348267+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-05-17T05:48:41.006928+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-05-17T05:48:42.501671+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-05-17T05:48:44.036433+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-05-17T05:48:45.884412+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-05-17T05:48:47.529088+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-05-17T05:48:49.401037+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-05-17T05:48:51.363411+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-05-17T05:48:53.132042+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-05-17T05:48:54.759084+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-05-17T05:48:56.841566+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-05-17T05:48:58.789346+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-05-17T05:49:00.366798+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-05-17T05:49:02.643349+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-05-17T05:49:04.870542+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-05-17T05:49:06.717349+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-05-17T05:49:08.585704+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-05-17T05:49:10.412553+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-05-17T05:49:12.227767+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-05-17T05:49:14.002787+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-05-17T05:49:15.700008+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-05-17T05:49:17.398123+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-05-17T05:49:19.086601+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-05-17T05:49:20.649331+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-05-17T05:49:22.440991+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-05-17T05:49:24.260044+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-05-17T05:49:26.087397+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-05-17T05:49:28.205120+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-05-17T05:49:29.867751+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-05-17T05:49:31.518752+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-05-17T05:49:33.509101+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-05-17T05:49:35.109989+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-05-17T05:49:36.851891+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-05-17T05:49:38.428968+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-05-17T05:49:39.976335+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-05-17T05:49:41.639937+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-05-17T05:49:43.446840+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-05-18T06:13:43.608508+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-05-18T06:13:48.417793+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-05-18T06:13:53.787469+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-05-18T06:13:58.535196+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-05-18T06:14:02.559080+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-05-18T06:14:06.075175+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-05-18T06:14:10.330423+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-05-18T06:14:14.472913+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-05-18T06:14:19.193950+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-05-18T06:14:23.262928+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-05-18T06:14:27.367415+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-05-18T06:14:31.510508+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-05-18T06:14:35.463692+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-05-18T06:14:37.858916+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-05-18T06:14:51.948776+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-05-18T06:14:57.044239+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-05-18T06:15:08.756323+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-05-18T06:15:13.613395+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-05-18T06:15:18.114526+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-05-18T06:15:23.830376+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-05-18T06:15:29.444036+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-05-18T06:15:34.910125+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-05-18T06:15:40.082025+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-05-18T06:15:44.775615+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-05-18T06:15:48.415367+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-05-18T06:15:51.796698+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-05-18T06:15:54.691419+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-05-18T06:15:58.725407+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-05-18T06:16:04.269837+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-05-18T06:16:09.450984+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-05-18T06:16:16.347686+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-05-18T06:16:21.582483+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-05-18T06:16:27.292842+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-05-18T06:16:37.107757+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-05-18T06:16:44.362129+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-05-18T06:16:50.205394+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-05-18T06:16:57.788790+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-05-18T06:17:04.083806+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-05-18T06:17:10.006869+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-05-18T06:17:16.056555+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-05-18T06:17:25.923792+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-05-18T06:17:31.924517+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-05-18T06:17:36.921848+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-05-18T06:17:40.158598+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-05-18T06:17:44.824542+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-05-18T06:17:50.480428+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-05-18T06:17:56.575288+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-05-18T06:18:01.863522+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-05-18T06:18:06.347756+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-05-19T06:07:17.645539+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-05-19T06:07:19.855293+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-05-19T06:07:22.711256+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-05-19T06:07:26.118557+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-05-19T06:07:29.322940+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-05-19T06:07:31.870705+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-05-19T06:07:39.185812+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-05-19T06:07:41.724665+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-05-19T06:07:44.805000+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-05-19T06:07:47.438121+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-05-19T06:07:50.154060+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-05-19T06:07:53.615417+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-05-19T06:07:56.077239+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-05-19T06:07:58.927937+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-05-19T06:08:01.634137+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-05-19T06:08:04.375337+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-05-19T06:08:06.973567+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-05-19T06:08:09.342839+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-05-19T06:08:11.833542+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-05-19T06:08:27.619693+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-05-19T06:08:30.367912+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-05-19T06:08:34.017742+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-05-19T06:08:36.136501+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-05-19T06:08:38.403630+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-05-19T06:08:40.865857+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-05-19T06:08:43.400083+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-05-19T06:08:45.956724+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-05-19T06:08:48.519708+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-05-19T06:08:50.713164+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-05-19T06:08:53.071061+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-05-19T06:08:55.254916+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-05-19T06:08:58.488159+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-05-19T06:09:00.825922+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-05-19T06:09:11.582071+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-05-19T06:09:14.719783+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-05-19T06:09:17.402183+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-05-19T06:09:20.150651+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-05-19T06:09:22.632140+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-05-19T06:09:24.825469+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-05-19T06:09:27.481157+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-05-19T06:09:29.722121+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-05-19T06:09:32.009386+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-05-19T06:09:34.371422+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-05-19T06:09:36.359748+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-05-19T06:09:38.830630+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-05-19T06:09:41.326431+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-05-19T06:09:43.247275+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-05-19T06:09:46.152974+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-05-19T06:09:48.616360+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-05-20T06:07:06.942739+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-05-20T06:07:13.182122+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-05-20T06:07:17.932694+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-05-20T06:07:22.948361+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-05-20T06:07:28.889922+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-05-20T06:07:35.123406+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-05-20T06:07:40.905719+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-05-20T06:07:45.904914+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-05-20T06:07:50.835794+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-05-20T06:07:54.763760+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-05-20T06:08:00.408516+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-05-20T06:08:06.250387+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-05-20T06:08:13.954615+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-05-20T06:08:19.675028+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-05-20T06:08:24.806465+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-05-20T06:08:30.454074+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-05-20T06:08:34.223795+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-05-20T06:08:37.990649+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-05-20T06:08:42.743605+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-05-20T06:08:47.467440+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-05-20T06:08:51.089342+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-05-20T06:08:54.671435+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-05-20T06:08:58.762308+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-05-20T06:09:02.893341+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-05-20T06:09:07.575112+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-05-20T06:09:14.801237+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-05-20T06:09:19.695033+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-05-20T06:09:24.260828+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-05-20T06:09:29.097038+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-05-20T06:09:34.042040+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-05-20T06:09:39.032929+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-05-20T06:09:44.952092+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-05-20T06:09:50.716852+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-05-20T06:09:55.585258+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-05-20T06:10:00.629095+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-05-20T06:10:11.754311+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-05-20T06:10:18.050076+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-05-20T06:10:23.817405+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-05-20T06:10:29.356502+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-05-20T06:10:34.013070+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-05-20T06:10:38.818216+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-05-20T06:10:45.563488+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-05-20T06:10:49.650008+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-05-20T06:10:54.286181+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-05-20T06:10:58.559284+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-05-20T06:11:03.524418+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-05-20T06:11:08.294900+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-05-20T06:11:13.249634+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-05-20T06:11:18.222419+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-05-21T06:10:16.669519+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-05-21T06:10:20.697478+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-05-21T06:10:23.689743+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-05-21T06:10:26.940631+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-05-21T06:10:29.739031+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-05-21T06:10:34.171845+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-05-21T06:10:37.820335+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-05-21T06:10:41.179281+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-05-21T06:10:45.378380+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
